Identifiant;Enseigne;Adresse;Etat;ACTIVITE;Activité regroupée CCI;commerce zéro déchet;Secteur;ZFU;Quartier Politique de la ville;A vendre, A louer;geo_shape;geo_point_2d;latitude;longitude
28804;NOUR PHONE;107 RUE DAUBENTON;OUV;AU;7;;NORD;O;;;"{""type"": ""Point"", ""coordinates"": [3.179293226362243, 50.70159537500566]}";50.701595375,3.17929322636;50.701595375;3.17929322636
22802;CABINET MÉDICAL;279 RUE DE LANNOY;OUV;;7;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.191212774900057, 50.68392870591993]}";50.6839287059,3.1912127749;50.6839287059;3.1912127749
23202;;114 BOULEVARD BEAUREPAIRE;OUV;AU;7;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.195905840772335, 50.690928867554284]}";50.6909288676,3.19590584077;50.6909288676;3.19590584077
29605;PHARMACIE ZERROUKI;169 RUE DE LANNOY;OUV;PH;5;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.186381746366107, 50.68643449222315]}";50.6864344922,3.18638174637;50.6864344922;3.18638174637
30808;LYCAMOBILE DJE PHONE;212 RUE DE LANNOY;OUV;TEL;5;;;;;;"{""type"": ""Point"", ""coordinates"": [3.186928986817946, 50.686037771644806]}";50.6860377716,3.18692898682;50.6860377716;3.18692898682
26816;;228 AVENUE ALFRED MOTTE;DISPO;;8;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196167956005106, 50.6752735239156]}";50.6752735239,3.19616795601;50.6752735239;3.19616795601
20403;TEAM BURGER;119 GRANDE RUE;OUV;;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.181852266264668, 50.69301291644253]}";50.6930129164,3.18185226626;50.6930129164;3.18185226626
26811;TORRENTE;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197042908181613, 50.674747730038156]}";50.67474773,3.19704290818;50.67474773;3.19704290818
24404;;130 RUE DE L'EPEULE;DISPO;;8;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1596891693245572, 50.68900297091864]}";50.6890029709,3.15968916932;50.6890029709;3.15968916932
26817;SHAMPOO;228 AVENUE ALFRED MOTTE;OUV;CF;5;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196668790728789, 50.67565782777834]}";50.6756578278,3.19666879073;50.6756578278;3.19666879073
24002;BARBER COIFF;70 RUE DU COLLEGE;OUV;CF;5;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.179196910339775, 50.69506733082342]}";50.6950673308,3.17919691034;50.6950673308;3.17919691034
26803;THE LINGERIE SHOP;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.19612919063823, 50.6751435609466]}";50.6751435609,3.19612919064;50.6751435609;3.19612919064
24802;SAVEURS D'ORIENT;136 RUE DE L'EPEULE;OUV;RR;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159552051892854, 50.688892714000346]}";50.688892714,3.15955205189;50.688892714;3.15955205189
27207;YVES DELORME;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197172642813871, 50.67465786571757]}";50.6746578657,3.19717264281;50.6746578657;3.19717264281
20407;DOMINOS;121 BOULEVARD GAMBETTA;OUV;;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18378426540872, 50.69250238748106]}";50.6925023875,3.18378426541;50.6925023875;3.18378426541
26832;MOA;228 AVENUE ALFRED MOTTE;OUV;BJ;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.19727205633535, 50.675149059219144]}";50.6751490592,3.19727205634;50.6751490592;3.19727205634
36408;LA CONQUISE;55 RUE PIERRE DE ROUBAIX;OUV;VET;2;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.186466253814362, 50.69074383769612]}";50.6907438377,3.18646625381;50.6907438377;3.18646625381
34409;PHARMACIE DE LA FRATERNITE;414 RUE DE LANNOY;OUV;PH;5;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.193567621942216, 50.68234538845234]}";50.6823453885,3.19356762194;50.6823453885;3.19356762194
37609;;27 RUE DU VIEIL ABREUVOIR;DISPO;;8;O;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172918560638636, 50.69247885571163]}";50.6924788557,3.17291856064;50.6924788557;3.17291856064
40809;NET SAT;129 GRANDE RUE;OUV;;7;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.182387899403849, 50.69306941676953]}";50.6930694168,3.1823878994;50.6930694168;3.1823878994
39608;NIGHT SHOP EPICERIE DE L'ALOUETTE;26 RUE DE L'ALOUETTE;OUV;;1;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.163359900533753, 50.692966552531466]}";50.6929665525,3.16335990053;50.6929665525;3.16335990053
42008;MARCHE DE LANNOY;162 RUE DE LANNOY;OUV;AU_INF;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.185131318881042, 50.68691523103617]}";50.686915231,3.18513131888;50.686915231;3.18513131888
47210;;223 RUE DU COLLEGE;DISPO;;8;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.175401967062367, 50.69913061632364]}";50.6991306163,3.17540196706;50.6991306163;3.17540196706
34408;LE CHOIX FUNÉRAIRE;271 RUE DE LANNOY;OUV;AU;7;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.190850140322863, 50.684116949325904]}";50.6841169493,3.19085014032;50.6841169493;3.19085014032
36808;IL CANALETTO;27 RUE PIERRE DE ROUBAIX;OUV;RT;6;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.185854339309472, 50.69135853805151]}";50.6913585381,3.18585433931;50.6913585381;3.18585433931
38009;M 23;RUE NEWCOMMEN;OUV;GA;7;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161683690152885, 50.68862278012222]}";50.6886227801,3.16168369015;50.6886227801;3.16168369015
52822;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177362169769383, 50.6926353934464]}";50.6926353934,3.17736216977;50.6926353934;3.17736216977
41608;EX MAIRIE OUEST;59 RUE DE L'EPEULE;DISPO;;8;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162073583258564, 50.69041954740352]}";50.6904195474,3.16207358326;50.6904195474;3.16207358326
44408;CHEZ AMARI;52 BOULEVARD DE LYON;OUV;boucherie;1;;SUD;O;;;"{""type"": ""Point"", ""coordinates"": [3.178997549345998, 50.67773283005848]}";50.6777328301,3.17899754935;50.6777328301;3.17899754935
46408;C J COIFFURE;288 RUE INGRES;OUV;CF;5;;SUD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.186134490105916, 50.67509812583524]}";50.6750981258,3.18613449011;50.6750981258;3.18613449011
32408;BY LELICAM;13 RUE DE L'HOSPICE;OUV;;7;O;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.170327865253571, 50.692127973453445]}";50.6921279735,3.17032786525;50.6921279735;3.17032786525
41208;DENTA SMILE;67 GRANDE RUE;OUV;AU;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.179566911160727, 50.69267963351947]}";50.6926796335,3.17956691116;50.6926796335;3.17956691116
52818;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177361577925989, 50.692635018301]}";50.6926350183,3.17736157793;50.6926350183;3.17736157793
37210;LOLLIPOP;92 RUE LAROCHFOUCAULD;OUV;AU;2;;SUD;O;;;"{""type"": ""Point"", ""coordinates"": [3.178774820456333, 50.67796490104825]}";50.677964901,3.17877482046;50.677964901;3.17877482046
52836;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177361578286484, 50.69263591924033]}";50.6926359192,3.17736157829;50.6926359192;3.17736157829
52408;AU PETIT COIN;17 RUE DU BOUCHER DE PERTHES;OUV;;1;;OUEST;;;;"{""type"": ""Point"", ""coordinates"": [3.158157745303719, 50.69196235284949]}";50.6919623528,3.1581577453;50.6919623528;3.1581577453
48408;EPICERIE;51 RUE VOLTAIRE;OUV;AU_INF;1;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.176019611778597, 50.70251844810825]}";50.7025184481,3.17601961178;50.7025184481;3.17601961178
52823;;21B GRAND RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177362169507274, 50.69263651782697]}";50.6926365178,3.17736216951;50.6926365178;3.17736216951
38808;FAVORI ASSURANCE;18 RUE DE LA PROVIDENCE;OUV;BA;7;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163678005004404, 50.689502570581446]}";50.6895025706,3.163678005;50.6895025706;3.163678005
76414;LES HAMMADITES;45 RUE DU CHEMIN DE FER;OUV;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164397431860599, 50.694497351170156]}";50.6944973512,3.16439743186;50.6944973512;3.16439743186
69614;RAPIZZ  PIZZA;538 RUE DE LANNOY;OUV;RT;6;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.1969725179211252, 50.678845220877335]}";50.6788452209,3.19697251792;50.6788452209;3.19697251792
78816;CHEZ KAIS;201 GRANDE RUE;OUV;AU_INF;1;;NORD;;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.186176821732849, 50.69379750455523]}";50.6937975046,3.18617682173;50.6937975046;3.18617682173
53208;LA BAGUETTE DOREE;245 GRANDE RUE;OUV;BO;1;N;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.188611559101599, 50.694171834591]}";50.6941718346,3.1886115591;50.6941718346;3.1886115591
75614;CASA VINTAGE;49 AVENUE JEAN LEBAS;OUV;;5;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.170143720425553, 50.69273678905695]}";50.6927367891,3.17014372043;50.6927367891;3.17014372043
74414;;46/48 RUE DU VIEIL ABREUVOIR;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.1736827159150582, 50.69293191069615]}";50.6929319107,3.17368271592;50.6929319107;3.17368271592
67215;;688 RUE DE LANNOY;DISPO;;8;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.2029536839652, 50.674598870678416]}";50.6745988707,3.20295368397;50.6745988707;3.20295368397
58812;MALO SERVICES;76 BOULEVARD BEAUREPAIRE;OUV;GA;7;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.193384298845556, 50.69095024246805]}";50.6909502425,3.19338429885;50.6909502425;3.19338429885
62815;TIF COUP;48 BOULEVARD DE REIMS;OUV;CF;5;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.190302596913967, 50.68209372781879]}";50.6820937278,3.19030259691;50.6820937278;3.19030259691
63214;FLEXIGLASS;10 BOULEVARD DE MULHOUSE;OUV;AU;7;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.191931022624621, 50.68412730506783]}";50.6841273051,3.19193102262;50.6841273051;3.19193102262
74814;;50 RUE DAUBENTON;OUV;GA;7;;NORD;O;;;"{""type"": ""Point"", ""coordinates"": [3.177156841524555, 50.700503687106455]}";50.7005036871,3.17715684152;50.7005036871;3.17715684152
74415;MA EWU;7 RUE DU VIEIL ABREUVOIR;OUV;CF;5;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.173125966773337, 50.69198970370848]}";50.6919897037,3.17312596677;50.6919897037;3.17312596677
74014;;32 RUE DU VIEIL ABREUVOIR;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.173103053840503, 50.692583551266964]}";50.6925835513,3.17310305384;50.6925835513;3.17310305384
73214;ACCIL POULET BRAISE;113 RUE  DE L'EPEULE;OUV;;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.160298634852594, 50.689334661769394]}";50.6893346618,3.16029863485;50.6893346618;3.16029863485
78016;THIEFFRY FRERES ET CIE;22 RUE DU CHATEAU;OUV;;5;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.174962124962849, 50.68982130386162]}";50.6898213039,3.17496212496;50.6898213039;3.17496212496
86018;NEN'S LOUNGE;86 RUE DE MOUVAUX;OUV;RR;6;;OUEST;;;;"{""type"": ""Point"", ""coordinates"": [3.15708004487794, 50.69451787036127]}";50.6945178704,3.15708004488;50.6945178704;3.15708004488
84023;;112 RUE BOUCHER DE PERTHES;OUV;;7;;OUEST;;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.154198651677565, 50.692648632981125]}";50.692648633,3.15419865168;50.692648633;3.15419865168
81620;;RUE WINSTON CHURCHILL;DISPO;;8;;CENTRE;O;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.1799905997355, 50.68971001248756]}";50.6897100125,3.17999059974;50.6897100125;3.17999059974
84018;LE LIBERTY;1 RUE DAMPIERRE;OUV;DB;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.196234901431176, 50.69260785438547]}";50.6926078544,3.19623490143;50.6926078544;3.19623490143
85219;LE PRO DE L'AUTO;182B RUE DU PILE;OUV;GA;7;;EST;;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.200595030841891, 50.69024968198986]}";50.690249682,3.20059503084;50.690249682;3.20059503084
86818;ELSALMI AUTO;148 RUE DE LEERS;OUV;GA;7;;;O;;;"{""type"": ""Point"", ""coordinates"": [3.212576519559885, 50.68855463164652]}";50.6885546316,3.21257651956;50.6885546316;3.21257651956
82417;;92 RUE DU FONTENOY;DISPO;;8;;NORD;O;QPV RBX;;"{""type"": ""Point"", ""coordinates"": [3.169875138673899, 50.69760885810121]}";50.6976088581,3.16987513867;50.6976088581;3.16987513867
706;;31 GRANDE RUE;PROJ;EQUIPEMENT DE LA PERSONNE;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177221452408415, 50.69230097474357]}";50.6923009747,3.17722145241;50.6923009747;3.17722145241
93218;ACTION;23 Rue Jean Monnet, 59100, Roubaix, Nord, Hauts-de-France;OUV;;3;;CENTRE;Zone Franche Nord;;;"{""type"": ""Point"", ""coordinates"": [3.176643404783472, 50.69297512979348]}";50.6929751298,3.17664340478;50.6929751298;3.17664340478
93220;AKIHA POP;21 Grande Rue, 59100, Roubaix, Nord, Hauts-de-France;OUV;;4;;CENTRE;Zone Franche Nord;;;"{""type"": ""Point"", ""coordinates"": [3.176326904369645, 50.692642102237905]}";50.6926421022,3.17632690437;50.6926421022;3.17632690437
106;;115 RUE DE FLANDRE;DISPO;CAFE HOTEL RESTAURANT;8;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.175769574785768, 50.70277767367671]}";50.7027776737,3.17576957479;50.7027776737;3.17576957479
757;;36 RUE JACQUES PREVERT;DISPO;;8;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.187019702397968, 50.6889285500667]}";50.6889285501,3.1870197024;50.6889285501;3.1870197024
93618;café de l'embuscade;88 Boulevard de Metz, 59100, Roubaix, Nord, Hauts-de-France;OUV;;6;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.181456134200832, 50.70356281499102]}";50.703562815,3.1814561342;50.703562815;3.1814561342
88019;L'âne hilare;5 rue de l'Hospice;PROJ;;1;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.169905200460591, 50.69160906440041]}";50.6916090644,3.16990520046;50.6916090644;3.16990520046
590;;23B PLACE DU TRICHON;OUV;;8;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168703539290921, 50.68973586874392]}";50.6897358687,3.16870353929;50.6897358687;3.16870353929
412;INTERMARCHE SUPER;203 AVENUE ALFRED MOTTE;OUV;AU_SUP;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.195125146879015, 50.675210240704445]}";50.6752102407,3.19512514688;50.6752102407;3.19512514688
242;;149 RUE DES ARTS;OUV;;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162152229162782, 50.68997310394912]}";50.6899731039,3.16215222916;50.6899731039;3.16215222916
432;BUBBLE    ICE;210 BOULEVARD GAMBETTA;OUV;RR;6;N;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.187432680320123, 50.69272173363205]}";50.6927217336,3.18743268032;50.6927217336;3.18743268032
78416;LE SAFRAN;15 AVENUE GUSTAVE DELORY;OUV;BO;1;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.167574682918557, 50.67688417998437]}";50.67688418,3.16757468292;50.67688418;3.16757468292
68;COPIMAGE;108 AVENUE JEAN BAPTISTE LEBAS;OUV;Au;4;O;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165327290289251, 50.69495305810845]}";50.6949530581,3.16532729029;50.6949530581;3.16532729029
61;NOT SO FAR;107 AVENUE JEAN BAPTISTE LEBAS;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.167346587343487, 50.693876291933414]}";50.6938762919,3.16734658734;50.6938762919;3.16734658734
27;;10 BOULEVARD DU GENERAL DE GAULE;DISPO;;8;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.174338754925369, 50.687389974807104]}";50.6873899748,3.17433875493;50.6873899748;3.17433875493
70;TABAC DES ARTS;108 RUE DES ARTS;OUV;DB;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165293805811984, 50.68839133918551]}";50.6883913392,3.16529380581;50.6883913392;3.16529380581
2;ALDI;65 AVENUE DE VERDUN;OUV;ALIMENTAIRE;1;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.200422419397285, 50.68560291862768]}";50.6856029186,3.2004224194;50.6856029186;3.2004224194
20;MR COIFFURE;1 RUE DE LIEGE;OUV;CF;5;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.200013646183624, 50.68599248945718]}";50.6859924895,3.20001364618;50.6859924895;3.20001364618
107;;115 RUE DE LANNOY;OUV;;;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183723478337868, 50.687845577266216]}";50.6878455773,3.18372347834;50.6878455773;3.18372347834
89;ELECTRONIC AUTO;110 RUE DE L EPEULE;OUV;CCM;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16034871740284, 50.6895324135633]}";50.6895324136,3.1603487174;50.6895324136;3.1603487174
40;JUSTINE CLENQUET;101 AVENUE JEAN BAPTISTE LEBAS;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.167626716030737, 50.69377843823172]}";50.6937784382,3.16762671603;50.6937784382;3.16762671603
14;AUTOUR DES MOTS;1 PLACE DE LA GARE;OUV;;4;O;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164234899445142, 50.69513843076176]}";50.6951384308,3.16423489945;50.6951384308;3.16423489945
52;YAZO THINK;104B AVENUE JEAN BAPTISTE LEBAS;OUV;ALIMENTAIRE;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165590613016083, 50.69484678029818]}";50.6948467803,3.16559061302;50.6948467803;3.16559061302
72;PYRAMIDE;109 BOULEVARD DE FOURMIES;OUV;RR;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.182241095313089, 50.6753838396437]}";50.6753838396,3.18224109531;50.6753838396;3.18224109531
87;LE CAMÉLIA;110 AVENUE JEAN BAPTISTE LEBAS;OUV;VET;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1652264488280952, 50.69499602434342]}";50.6949960243,3.16522644883;50.6949960243;3.16522644883
76;PARIS FLEURS INTERFLORA;11 AVENUE JEAN BAPTISTE LEBAS;OUV;AU;3;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17195454035901, 50.69199247643726]}";50.6919924764,3.17195454036;50.6919924764;3.17195454036
54;BRICORAMA;105 BOULEVARD DE LYON;OUV;EQUIPEMENT DE LA MAISON;3;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.183177847149564, 50.67785490196115]}";50.677854902,3.18317784715;50.677854902;3.18317784715
181;ECLAIRE  MOI;132 BOULEVARD DE FOURMIES;OUV;BO;1;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.183001315456797, 50.67475745005096]}";50.6747574501,3.18300131546;50.6747574501;3.18300131546
228;L EXPRESSO;143 RUE DE BEAUMONT;OUV;RT;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.176476304313953, 50.678607763275814]}";50.6786077633,3.17647630431;50.6786077633;3.17647630431
163;BOUCHERIE DELICES DU MAGHREB;12B RUE DE TOURCOING;OUV;BC;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173905505323323, 50.699998011066846]}";50.6999980111,3.17390550532;50.6999980111;3.17390550532
214;CASH PHONE;LA POSTE, GRANDE RUE;OUV;;7;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.175719130704326, 50.69194720090152]}";50.6919472009,3.1757191307;50.6919472009;3.1757191307
133;LE METROPOLITAIN;121 AVENUE JEAN BAPTISTE LEBAS;OUV;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164833541709743, 50.69493408697353]}";50.694934087,3.16483354171;50.694934087;3.16483354171
130;LONNOYPHONE;120 RUE DE LANNOY;OUV;TEL;5;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183327726100351, 50.68799642580686]}";50.6879964258,3.1833277261;50.6879964258;3.1833277261
146;RESSOURCERIE MECATRANS;125 RUE DE LANNOY;OUV;EQUIPEMENT DE LA MAISON;3;O;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18449532725589, 50.687337777929]}";50.6873377779,3.18449532726;50.6873377779;3.18449532726
158;LES DÉLICES  DE  L'AMÉRIQUE DU SUD;128 RUE DE LANNOY;OUV;RT;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183524038554271, 50.68785028419727]}";50.6878502842,3.18352403855;50.6878502842;3.18352403855
165;MINI MARKET;13 BOULEVARD BEAUREPAIRE;OUV;AU_INF;1;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.189882307802404, 50.69119524874055]}";50.6911952487,3.1898823078;50.6911952487;3.1898823078
213;ALIMENTATION NEG;14 BOULEVARD DE BELFORT;OUV;ALIMENTAIRE;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.183359408390474, 50.68877800876374]}";50.6887780088,3.18335940839;50.6887780088;3.18335940839
226;PAUS'DEJ;142 RUE DE L ALMA;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168147217541979, 50.69851368196697]}";50.698513682,3.16814721754;50.698513682;3.16814721754
118;LE ROYAL;119 AVENUE JEAN LEBAS;OUV;AU;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16532630738395, 50.69473074073947]}";50.6947307407,3.16532630738;50.6947307407;3.16532630738
166;TIKI HUT TATTOO;13 CONTOUR SAINT MARTIN;OUV;AU;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173804870575282, 50.692249545426975]}";50.6922495454,3.17380487058;50.6922495454;3.17380487058
190;CAFE TABAC DE L'EPEULE;134 RUE DE L EPEULE;OUV;DB;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159589936628221, 50.6889219711883]}";50.6889219712,3.15958993663;50.6889219712;3.15958993663
225;NAAN RAPIDE;141 RUE DE L EPEULE;OUV;RR;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159696820754176, 50.68883014755405]}";50.6888301476,3.15969682075;50.6888301476;3.15969682075
155;PATISSERIE ORIENTALE;128 GRANDE RUE;OUV;BO;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182800525774296, 50.6931213074659]}";50.6931213075,3.18280052577;50.6931213075;3.18280052577
137;BOUCHERIE KAMEL;122 RUE DE LA VIGNE;OUV;BC;1;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.184852514365188, 50.701061664532624]}";50.7010616645,3.18485251437;50.7010616645;3.18485251437
183;TÉLÉCOM CENTER;132 RUE DE L EPEULE;OUV;TEL;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159631704739361, 50.688958790771196]}";50.6889587908,3.15963170474;50.6889587908;3.15963170474
222;LE JADE;140 RUE DE L EPEULE;OUV;ALIMENTAIRE;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.159427290336753, 50.68881419577552]}";50.6888141958,3.15942729034;50.6888141958;3.15942729034
220;CHEZ DOUDOU;14 RUE JULES GUESDE;OUV;ALIMENTAIRE;1;;SUD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.181416818276964, 50.68302487767652]}";50.6830248777,3.18141681828;50.6830248777;3.18141681828
154;LE P'TIT CAILLE;128 BOULEVARD DE FOURMIES;OUV;AU;1;O;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.182890313720085, 50.6748163116374]}";50.6748163116,3.18289031372;50.6748163116;3.18289031372
196;;135 RUE EDOUARD VAILLANT;DISPO;;8;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.173632131366456, 50.67342948105904]}";50.6734294811,3.17363213137;50.6734294811;3.17363213137
145;AU PAIN CHAUD;125 AVENUE JEAN BAPTISTE LEBAS;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164543210312551, 50.69503741792759]}";50.6950374179,3.16454321031;50.6950374179;3.16454321031
